n_digits,multiplicand,multiplier,product
871,3090570497238222785495575828332735847330530324036463547311691344250555403195631197946593307695021441278264613639399321573457034688609789440031087025496651546220713473037308210326209339220593072872307172182315570571645603939348389007425002393345490483687493604063126203769212603075526744108770085340701346503636085630835843523504914769650318419711018394587843207004974731134836520123090809802221968459657127484449620663573241978539915045028591637344523410303795907294878711866854283874185534385635544877196899757737419405125670998812356491560419866016603183363903886806146864092749043444120452920502936817364075607989755596162009189983609794899300354252681469581903186997780276165721693379384779364478904667309421917612113484166620720004040587047334677937053789173994798110644164792115867016109379944899424847867183190277814958969061851233137688400408363812890649133836354,8636460273691891797736321833383366143014814838135870532901287371361452105698656705835093748136192607507965528565912154663566200108323559854341275550337527470723300875996200121155484314334589770373684461443271545256038756172353652148633275556864650297539698842552113263962102790979658840474456310196104311771930403782774618700414067246280237261797753836869387645596649020455662047005927022380123111060336670618744913895044352490418088369983318242231942230125432849320933314451506535430036106499219473752171178305826895674852439701418397819046849156767873869009904057614941229403071295900725176362964654847961252855896331252783025002623189743599230676941020710105270063870756433400899299811438360596095218449939547684364301652953467938502353367266366026309223372732581195508080314838296297532538913593861918550413971568790918394327393387788772907904939899583739191194969430,26691589322442107681420933293524610196608082493321262528917614333494289247837463116086061421612467461328417915862579554698909876584593222911582950942410646217458972022936231324152423005409622776853551983958359834328431250615002568754671792894317713987162512483536929805913141615431134747125545010116276908993578597056137425662821188857982835247726851996340015822755224102933164078325796207729412134693049346789689010999228395557797181082984883253730313272838790766119742648693031939808373280670268476089270435361784267301236289608205631391548100635232939624400066478903804151048804693046659534190505476032012145224876083711592817706494025076400585384732755913509098366044756262149429919036236697839030194927015441553357235784716486808598710600528976499336622296331598552599279536849575361208493219820461088286318588325519830930745249090586146011201032563399278794654452657948491573428762294189983443195040170192912893316570126469062775975467681186062957746011598757398162262355720228168728642873764116290115918843124451652534320747601439189307793646241800820161732312973784979752519485426671321395029798444815001144292627304213476903249142145691108623166553011349972410723129509597286229965364247289599649841127253309924208676398988960549605987063698211306841036224512989950690219072146248986946370032575730711630464547382712058360545414408270951794354490425210867910873569716251921966542750434330908328331619803872570014072893188808339830533400773782479725172779492494019007748312055991801749925029779048316572945554423810844105869116878325187945650441384899707309276338991363589910049082569378922705139268342414146159967435858839648344317393358126949553362251992698346533445989144029329614482677325930764512795079027970646524303681652658220
872,80542112781036868303422768836551191845200760906868991274965993506366652839596870751473084716649587588786816277441739034560070015105977446006384858950435117139084074144261477453779769706770496892005283476927176119321697011121905058776623385707747191049551432774294825943989445534205488798593614855252516294024338400490738332887464099593820522136766769420077535200020038838432842885589588830455482386978432764054012607728124332881496102228598289009409327655775500509271779360385571302161241005892150087599329701089825963295208734787281139635617357326079592542438268873785237684932429467785418068741576931707923360004781932723126280334869668738012165382983340305797029200616427435244819822997180169722393545263425293748354296687071250161130003704256887150605457979654375099416831460586678150713132115842542918530491869760998453255233757212166415328348182877552089220093564170,77713209728896697268126558432164445785778733698030723808321790060260965128629043753674785257763392437579740645195745240993831315738554801985352603813969108754183199826762401042446172189400934958714014260068033704573383792241477296553699278665363770043113959437873389466728752406894215504888208069931053365959084902616253444201031167276032050438676495058454719726702974756508135597014841995865516427803184787817009608268563096776135337446285980530846628557994701173973020278793606868955939297559761623053589884293499795062930341591345027326224598945105015316676370783079579586265324070805325859542873783134625284027465415849101052059417284785728638816390202928935071026927787890646698489104998609353430782348371369439586685884854042739211135267140881488393606023494545965782902329481443309264068925915816202258654146630201490420572872844192605503501714491421235497747390397,6259186102561169380264106100377100312350409719002763619686984961741103131354143798588491803211059167113670026965644012331278082824044671267226696509632381585169377401649583247767168770768552553557854643408610434814560923148687054745260267306890581514300436055561318801949901721954466523739314889426779302314975504936482607537698657551781502474057103655063322828851500312609715911386772147127040816980513294052642034788459685753737190501705022486520877667068595690087580908289674649459061422144163367192439035336704682258700931920832538495026966057872197111714132433418153719029163409750627323354284188629581411749866933105078163511150347235682579207383732826500590666214166039305554564340364066042451308073266869908961061679062705920871039114882906311270216548970012119527256072340393976592642299748182388540443297855692914985899472739409709407802560139997777159884076339603315768683752164055320076557466068841646196476787443508954106467958388982672085732733615842762843451630765229244257140480794606329988800996816259435958133391499718468967302185660538061462174563386128725607053348917903440964200359217957438011220246380301227190183032731265148816785411075040495428653022174923395105678528197331696666127399764996641955658020226859295546151289008789258298514317674080089930083491644806756295186288835478578019208154752624698670979539564815043014126265638566052446577019451020470477575647115170575451109777507501489707949830036512796053451915178638594165285523022559748925695440064579802722872476949436577125935317778219942292156761349938773295774507277754819254697974173848836300206738658620455919593354171876112381779356342052239278198186069151784564071155211657602034718743071511393554850061986435195268865035231024100710036491792161275490
873,182985758923932327300249767964542282843005533659116713135817002262790849306944220160287808464103746904441875757280856962233855062561605186217307105109297808931524769235414153082643901835995730927536083220051096368671536630463618180882675964488449073543039325451890536913891922477262230353639984723696118286037968057761840743014222036630073563709653658030562916225978067457851340249428587150618370478809485544522460418010261426374160382725241134632520136578715598370162962892368436895388150522288705157093983013648995959315093938544543555946877180528294665716856761196894454902917941939118199469587093607627613084372944656871197153349088277276520699580174994864104817213444534057032288770801541505538338791492591531171754587064475905790096052379409748503896592170677327999292590383988028218621757584369245647289801112420678752785348254874410417093054419958349759801522392191,291095111599795876982558103286017925570735980802207865467080075120649583707445779034868077505831288439424528818766370346106175264713155082962958059799791424978854546862855187243494988735620669806740169361699943350817379314752091995665816831373347220938308296999812861287222259745244630362021810300261566884473673206957638709999997377545130215311385021966430119586386830156902336029788190912305266447434227508704877257532812207219210814078779270241656513786291162644333563182213478489892628306507092640178262090251789458266770717244482381344045673492200104496599847557560848299702053327264212119953824792963377398913927644077721144650518495343708603773039915566729763180275179211056461930506748290622202599185826565176144384992314943898959483162711881017612090441466145308803609491012850065143211815130834991179576893098271905625178112517959932322939144877307342711955843882,53266259915135425121053484367786180472385903995531094967236281251265940856025060968517213671092692267085435575356640850708727649417749924949633164612383156334325792844258934825375826755355813209077840296481142876235765354703953772486475900870181822771740479909152523096884286689254270012700933502792549030271997939808269097939330129874297616935429381483943731966637249988224732715812267917434731356630696055628104790270770698706301351455497263613381209495599485001675548204902781874108652564955208061129796577636240046404610396592965911116012419235318883351255041232621737590150268379707557461018290746838759587666829829173487679135220970278250190134458746174715944332453750148417621595985112274769660419754530537129377876022625604441351514434071144888175319344489746645026737293778616466587275889648570220242144764649589979790079492939468728005252431954093819061147367612738198017423170062601283472424837609691476732270379103520321675158180657638754067898086026420391356932896915425035141537008977704430680797470784582156362576703476162720756432254929128151363501211201386419883988178903854674003543162513963384043801308943286647453443601705300717635030385203281317623760699580212183898917198450482690747702559772745165764288223502761298395829498729989568965533908049721600144231814348826008286357290308597302082610115006963942021258503256688241688967239977285175277742343665041436583409680917311217048640935449210333225219272570709508898032990579898649012661695237515867860238019647401381088614755580455591018395376825955108390269779601486946862095878691645016613868703236952871178661219332949035473855818886148622312508471017708396365041451035437181397897139245213860357794271433191301503626517857610494345677603202808482172641882662771925462
874,8348361077327261757640357202672448942598433960767715846755852076001242608301724493489930503331995613319676320995081511655427450178291849068091605576098584030251114031620634165648310911386112560268159811708879900827699189138367872308853661409691077076779217355061997741849872114851673659380911791652995820291606677767700105747925705655270244378779945010543187057892857652550010256079015734761979575626615573573298333574833632272306036487106695163107228397651940367618312888257937955456120860879490758925320624150823042798442036497043493665739057560241608257572263972553957852495133981305503735974119168212837378334272265924760924092451522040481541851891255716862708416277146095551563642626970746254463228699393145551681469828596431694195180636623755278358923559275490789728344994171258800386410437356461662941570504923436273139700675532583979715369652059588411516543129782506,3880931361161170183404293489561417249565668288958509962835162542531937787798303155671548829818346849961491230654772283433713801869749372327453135306836198738694808295891456204304875802313925832528771685046591346815302473462056049541236143697086215720257276260612694517232050042063090704630341976555345009972683488313986280737085094333406256142452165300593615640346522829881311428704438489777782109479444374436462216484946007723166060206317458877792467789866303837711546708688856917403699627651030199146420689257423881273420072615859616846310608022853107903082950962170900893602325988513736637697246570374998669226102149117905844436241286866101065009304928231210076425029763508394441984584560583559579184774705765880971750100022047359139776342656728235732266588085880280968176104560676241945658578300754919928601537354524643698630969788845743212876457310954534662257585380643,32399416319296623101440543587532889495768480988539231782396750311664667641897842316750365324788270040766154801948604511929449969369731842320388594844081183904123220095485651656627527018185914014626143813171584619414051697615227053671772685635022556980245104846625380156187567274496881255553913643210411597637025623163189519296216542886690417388764990611399844770810633909104265209304039933780407020834282981973180428294780717796080544383520707334131767610845641322432348703391598442173965393644044884583779808472973209896417113572584587717779372326748208771940595174192082991567218178125292192831221103958101937387570404243007532885605465556809711130557531057896672333653466818366191693974295463368977486497391071015790293051325677648205534313727694117579672845052600875062898913968052180135964182446987842166443063084135060103156401333895434145782711848383265147466230481680279223964771673073466872424459458491471365726471016797205209712033868312975725802349290321074289202902289330940166596486877195334252947788080381940288412315076456380436644618456194933254171075397555124556554216429178620586961405985463944427899284374393788724306374418070932468183515010809687161482276489262773130228318960426711241035191007511054879790072242430251450227397475126376100148191401951488496180341927885705453540978140738758641229014699156567273611758969691441531204611779897612947552858818355873924568142271659237532939587500804089827441103492791489990184703166956693348547988919894529967919934453014889169434704765689151839056793553626731009458942206537790765978655502099677071814169082419416416398758139603066636125061336941267476778859892759119821049067917654051721132490019265170194915359032342496097864379044201710584008746708047512626985199525357812431358
875,16777326849195537200580564944101603382144475609471661892700618079638131379506021219647160235311320313601462457858421287486060269180776355544864972748886871812157795166564032830904054785817990735432469811836622818038796881786061015840038207805058934999826645373459268598140752493116126006516557721822652642667244150775931333110851088334811677238614373384781328894725382844551395811904736987216182101430941964407218894646529073288877182903938934715510049187693320688235804887833815234212073838979246163036001275871328199806741321739597088183026987434333363786024932815970462755645135964556334996901062054466737652138667536927413128137913921871083679167502721951641816703781625347707094868742268342496052658581162940377843440694877937860102380159516627411255616581817160005029718959024844439011027832960685298262823347413219996716738664490367427960338593577604336021066073812658,78695442692001010766198308874959700259683217705280439926492155340568321329481598990504808026926733871099048148524976613978260959844232975928032163871388000827988811428512401147984162453220108542806862481836730629083855299406062348110460407327625403198715186827157429909022855896230049742588460867633580581389277594095278599003947097324612141579297631624304948549106090778346150779396595994026174390306742078603836733457853739974586032741327509940106720815537982818989116160492141677983711218947806564787591851197983316937212129656464220155145797226041291758848123688489475950093069935724156103878859522156224896392927575194086642782346096540184398681921575100732154160295920474377990581976224337341727657319105099677999126989340924671191688619476396397083606805825109913936948992422900555205907297263357425166471566205763455899614245353887430551804510788506597106410137844894,1320299163585837282025319104476181134122205667914850350884329957254605898306543729324645999785287395390120737672492519441019991811814978365868247047153750143123636030030660761374927580756065996601140354306356634541084258872909672250316620447047032622850613712710632383658671506309307367913296312180795277239874548427594094583602077376169361585264110707068921846673068234098038770366293724776280356707006459609041702842149407717985173682103415906291452857589051954095343066961139135306994612749333479118999434829714405924696085045848396695968562105250269297619441499183986292100215033268065177516870451547448948636350645798660130523150740904000217017463648839743292909198694639025216510626471978209721879417919954572926658722798412900541356104469903009499189978023190824475802069713930136927959448861933104886862854701248086234370540162064905105286547037606504302214505874957605820470977975733654258488817854372045127348467535829779316815206311951938501343039672990935214991714480018129029303977496858664687141233109863636728863319590991511089763546793453182539777211629338019219402587383074080079157436317585706182915252172573661496930194135141891076017020319772494454735675179559389907593532686035106790565362399606354614479465891375084432201210900470413283608490098753478871315884622859740811833293123849398898317487863325391527385316788180243382715936198964937901999600644216123532753087950452563644755312939715364013708565566619371875713558685926659677585077099107821650107177455173303482921818289626745509045363363331499850094262404157455409582329591530618045260736704338785582038768264926591927844426760972481565188332136830420760870112109033494367394512892561079980161803800596815068201284267670222106164023275422871701888783465649482017868252
876,487077036926261542668360253840733394714882345346927720558858538122682824176312963818220786823427812923226817650370968689958707990045558153884906122561311039690489827244783566393103869742847929732247474633823864717878912827766782976897365341219551032221321427649872791337285931582350105763040043677245731346365061390899025955900104499148753696972833355208155094343128699831445892112184882805719685974460156784216838198772134758594565309121565582411176828515625871822825161154667319203917556506819540491707668207949488241809837037677873188017366014593001814629757622289682076763616005661899330721592747145616449549377434361542432551242269583526990777392659822289970607949072825355307871580631602478519516615938826365476115606074366178811618927778246363567663341154958317739147614157810034176344391728866625305178590183264476685395637931343367099916037277983942837520944149372978,766329408825433392855631930648422748458113084403014687126681181983213895471731770507677483107084785390529994023239409057354073977342757460714250169940153202196628441948164187394927682527516366809435401073679480922085554509877218091847276297907223755455050392389909301280291038588671444149038885119097845837916024005850051576774668919128125306170504341902467426932163772027347037197127447246066501469147367709757541985911616971925271808913189955328820182980069842668449487023849761731420310758189439861361450274449933327255139737650494496850430791207577221381215182366789993209927052171771127887940657605491963186929179421881584600771589881410280400276551546970960492154361948092946202346698052128949709795826134914865923220273473829488359657557123064859360163914049880481920728324732721358077727100823308726188354137489039019566944385912748163818731280675309065489237153451061,373261457760145798818323238180126546496090490787487673045850278406866576563081781672606704242881648063341042428474346674636363465656664420629087287606295854446447096883589163885770012470752001053359165295460154249912604852852007681088225313734869400365995498066202822432145843406233453121489850199910385055674898673936947675413323913518368218016831959975027796616252304711144110072062983586836654128520509763486229544769276218491030399528606994811936407146218863647094911499247096300339465938119514792981913625754792068627936763593226873435896201247580248938497751194841688447725474812453608004074152951420445688504610722943509001398082169754043451267578763572855487631630655932830099199896673295728981848070108754221374487953369409841471030936834781319921903041832647129104486174172013835253846314501262586617262946052864920878844495819942502070920831590311654411195161374818660237267967334319841465437775043353764744509639891990590809246442276442950166365657856648402556466793920838408888980344856529402187965225292499827398169080348897113995367633993431115518809471271702696983569278568431001497811455108026348888878570046395376979403116841794477255867841991109657827982386094727280072526189747060903333317141785005396127128342750308109794675016577817456901395763540839131316180824151936330575239017331824776975482580172677227895445476670997780317763574503694361364982657032451029795545386183662528347038784038358271941180951711866607619782021474352392530897107657743381775666365810916103170134726557308596167406284430989983979176891876143356703996288012078964916562043738026673630115387135579489205003651110496309889637548963721596300738501283688793811728195275692870695165253729630655432621726492672051608548561740650970329643191847080811958829658
877,1947883545882346424094351311440739195696851800603033675503568565634673569193460556229474618328516069043947162066783652870670852064160096834329052089431629353431601702860474708973498784785910409476865532249219711870006240594478457720451798930076785965945684518110125785007621000431538716730192465774524765806928441779179215400472267577010999594913271209507886389844584762107676423659123230032506818087976801155162999083635658462904279829070414537082744130209832966859560404297338457524089808535881039324244340960376140477910664635055954924291011057525995941325756541195184638126848827036209547547295836377169249787425667981876902137651538062668184439177337897900208940085419099721334420436730273284503677033926178117125275958238346285189171491508218171145857148035570050938260173210215768109394256571774909012860355721064708867496787700101378650652324878975919501835869780255645,1229988119942175392661029132947465000733362661178103039254594729352288015080166875153492365109788325516108803532407155585021712566502040577476577088474940807580834497655417782674828995032637506272636435975546632492717331377509171922342233737172445522907356503297812059146656532166061685537550478568904943411514163963831096044456104419231977277355613246061174409578660094213853698953234714531366097779187876087652479708028827710922888822212013656350686926704446471393427771605038930352655222811706506198892364462168014761263124972976809630139398253523294865930492822590227864029460126036648049521360036609185331493022555007022065212893272109342997044085246199098611544303810939802496424352210721594350306095078953779831618871877910885710319718506706752131480129514967682076606373029672961443466336443878293671141930919264967523704341599224095224666258061610205946339771342761861,2395873620466125418177844947502312791197451526003539726022758521958171926997357618572031014715672586304296335443974170205569443098516214801350480133043230217072960074862655137455252358829076561023505520293259317993613166027505110217073416273728903717318188453993887675111307433980327358925241082710820877849786857557383751399164172316208352369462839729817289738246318139179138128987730770084755598447706790745334729325172226850996966106081443117399153936813202501621762421785078405951403398420531594097256850498227116600800136666193001213882603540046142907101322789827144903059520724335843512240102185898395153880086374155512536313058037703654792223224618133830329897234388336068356960598949374364316319578133658256165262026725378971772466708017954443841133525932716067991590145684822709670089639666765874977698663360992705931177885545652872719567904113341086585674362090478090532598823798581421554159531971892996401044805661714342219288855167174147728812000201739731724159827839138061634291277945868777143745005075068842468743905263316476065495146639595511467670740975414347875712764838803298237710201098833701713664390029792470508159026785290994746281308421859580066530415781580956324945962263213561688483503362706439422575040919494096428019265045673989152705771763068472273287950285856671415470627348191412469906483417168092108609319941002265400504218830273726230844071540849556982799065205708212130432540430494954124937831885994014147048046687279752243983541731344395890805340549538940446099150685623106420651477740053181346952874379688244254270385419569088778454854778098719866388479731553998871720302786357528101702200133324730436114325292225597805411498635429957241305063293779536772593404854822624746889594132974417442270925628053191380935955345
878,25480536569646925476323645959772029695198985391039584557335264876539185504588162069859056054669103603348384700778459992092968879587115333979494889922362685510316097057231840985947262856566192288825356353884161593193921190878946988699617705588780211076349248845270021574651533020194403352231565212955390125094466305025057057178030343449146750459706119042255925792222888823643552333274124676185653384937880083798360548222671440945703322278364460356222047023081351292206027104643129774447660881960439600911191322929771097808368571451713631731640468112584733097709451693827762299876554223645946669366268524682215113001817215071639640106089715564815521208213387677169811976438941312104369450327452637645035918771543997205657966808233984950152838716279095542150324775558606840135609303977785738203656046840383539467619432328968597767299431216005905962049718033857359555512874334501793,24851767699771812665894537200194765699069167531650098554741395200736617316496898117620946068237861719210609777763302966101823602857723031493259521113838896042636397739123261133062697162128376249040832538887433180046427088905504929563709788882358672948714155506594734268143126599554433014180044562866919780560788880227296346216506958371131562443055848620992843404799794409248458391744648506814562998760663393785037191055175618783052731329531940267491563247658155923169169566069778363225483451169611300716303034992839667378769261482013120547143424359540364575291722521142998971254749336373336996845118811009435036484624374653648620622183706932262372796052156431852778219239520925059661290847789721899023658557068472685957782552572584434886434314906420014890797255747671479895433711486267801073225666509390640209517702396233708557574804960289976539206426243133818990737097527725585,633236375694405927245402613436384428795387085544006512464662796744440592511464043271844902869345958613351019387406486523126027869656382237542217898854042071640359899414572159026918884953475457334835110466953759439604458299561924052699568993585960549372653968901724997966988248316265071955669652033415049196974528855498159627258754834812916937185936769778438921430574761934085818468540529476910475318007771882545136585120972031677622601633628241159683937827370636154978398278754769812391420473006368333256964753805095763589725331493995318572395519204703380091849188253872617290719582858475603882345277130319361288430490431087504943965035622362164861513038337591278072295663779946120154148200618248766839760288034915212687194050968228216738009604565361241865856241631473586530262642413606059398242153671231770641974985533050340738286268472544240833960206363600039190969447583868041234808038125650216982671382810501839425128834443778686133194247110979020431810784277554976241385900892183261396701731224623967977311516787185730626664416465088297914017401781796513676662924650212378570814301742344589090776744486879579420732040592819388403689063879573165518572834004770864311220360597247441413714559286960077452990125496548428318932203314139705300071270508460079623790154843457392243481699927832268040435778926815048153171716763905749635211376323632538845152045812329585790564817936002800105748834406026473479050419110527326760959460861767670251820460831740473249999714998758231577697719040185426405748830670733091896586626837899048200341235379411064433293984633062720041155310078553286585087368755555323065455301599707343341332144795249389045329693258680359102286498690987578295653700992131972237233082482739443661336761499745839908402214158921321365394473905
879,242048503074686701250751125085872728718556487672632418076745954638313702477853841524570295499721448387920258454600975040161656990156198458828178948373143528285462540173497246841820717429817555624116683047281659206271270870914137088652231809303138951115997910015675389317595402085632528352844782843406885947839865104384973995244289857178782816406074183236369174650084316047274235084114149934454939221277809709397195349368978702478300737626434457811756141497922399797571320722446050845595512304200325775749917050173275386331972621210432844388506149629503386055847763740064727923250776032626714487069140441206620094365683118110252003796302510763051794452302316510607565687277893270343679573403273379024421167753372965955730296486166055818548499421946396207161696728975927727784256931924221817747168294943727658481615115310478231434589026615741258589386990949619253864840920255359884,509119530467431063850449912685422446450722357833997843032890052582015432525025256672293501143265355023825251742014702923437778676824542334628198396169547075827989676976389041898146578878763408689363701261723005222430706360088249625984145479879673029594517292096137917406897210547035334926606993986854816273112780651336858114074776694707528371481696131007553006475600006549687708714765358697524568692533236597948263633457912944602668931262718664728932857170432324237012299824915829641034218965881690716132843431450806360603290701014875072816179332669099141338145420498708647413418800706658304556049918977971269619006331622854555932829182140131719954454811695183829701681512773318214956862708589667400911766947417458352760885720864085672117261099132355377173443686914354802584688267501832976311978179592455738933526400090115482535674347536767862598633372039168725206657839684125214,123231620235729037533642526413797272875802972884121913985790414872462921325466674283366491038331758666758948360282871744528093083612895478240168983259431106145057918933072119904572976913301710059017551869118348530852702544334014063970870889185491956314368424155429976462913577225578759885333454799013088690799567979590152152022198988049684911579654242120764218670787554286123667660153006740414640360476751441284671518163639971456994765836299860388871852802146879160420373820050012146507994962919454414995346187431396276945443980437847922409553811367836497578857358910727290821786079824329907571632806678478667628006555559312638823739029163647377593896313367250089678372227268439935168843298671733967699268958064836405493219902083601882739060571014741870445117362818296396370669217552923404941458097776289742651083132055783520468201916514845042690176830503981602509925218925888738384045414349596536051092720592066832344919552458030786106605597952342279516323931522966916526104957496316331095338673444600015264504023228657196829442887910455765409139301024098863974201955555050941838734796302604406029238403394330702890504440211945484458063348631339364540102513860309474072935478683075872611102707425561428566543957380035644163092251676928720409994004887228655157912577413023618969213622367248448300964190039505346326330604422015149819787371511504667382898266385443321862152140598120872882744970684257082663792960278288615880293352084618196933552974480160229924902853491570345701164094675215719381582356785636695685033525192635587804124435197376766059261824106065620466009598375876680577167139327833024988491056284511185144496041852680801262945627829968687496568202304713551023021772424494505037264307856924590363232906088923795402726999976523440385691288515176
880,7490898919990052418679841643307947566147645649873746740171020742800264715764966536445299405923710012121248226796813341645369438895292155114736500745153437254339223063908259081354156902631013744078230370678994508201952824237694397756637349856138724059397150715029735462586826946347922515582152011906490276127715056039258005672942946378695186737580098648133070254511065331745365911128586570269013336437150726313694758373639161418726134111320598708025126859291096783374237967552966983626263439645918094650726629017337513854218933324489055186951832151046095223842946991192483083907206085431419256885039714979628303096013479485496328915643644047703296801751729840685567491691767212524694763117003288376612922256912183481496851930429077843804390039794840614904184394192952581432169791987648789101826032171357028641360931380626163109892777631665430660131439961810446749585400814207731887,3925423769213543626091744639347763589203048721882521619174198704861418052382031975915123900107008197126767412064917616551152492341420481328014944349616518810130336233055128685777805097805471463537353757986739293188362798792546026258227004574896855622181720696286708735321112546753282929503136436804681112589273508363740239525354932230267181290188191252294887123825931378958866446075782628579969024621240121062882219481593157010624188104377789907821230935321425612136326747245095075124073083201080975149808495121213756253236464821248804165416337465390545512458373878069246042647541413020262755057611217006411589820103464835313667918176566549617888875873634984003225375534644847397261986557880711257918147428328068102641678783028801717390247269707878136585239997021783106158182207500390459979573550795468593576783706718476334237591326600317296660307025368502581195950733147374690707,29404952673305014725903199485017039817895286608312728913782108087251380844281043523227567755892336989262315488163052075982153302380183803595936837146908985096860644067666627542851319220746959652353058313117594199940413385226450758777469315948574736778778743353750699141763285373874366034655829730339367568301125256124764619169178499677904984322338970370392942502377133027808709742837263725232403378802597001400206977145065106758745102711081819046064081520381913707993148884325310994317307871525068692834719204435872142012755444181652646058591770118703143321703915468296918740122647289282566405520666376609086745311467581844808571066485546864939629635079102354615687428029017792700921756169997115122243192119777292429068704951308693496030354077655611351175557859482293168146078411780765810397954274508885095648771716493900890088279217421671542841448337059075140849421411452597332343262742650269007043872890047733699057189352362869768239107150358693265115152957676303638405578493419414783934366298643808843619580589070916229941108592700888739271752342650301068580874563262188309169907912545719174829127845448062930415858489507643621604023055041869545591564586792759801768421824825901186454918696032724435293175442775464994209174078570899658679863280806592221024228620929743473708992307990741286197256211972027957602508720503946706522341221415873073194523332077826639641234286313391512217491389411613298723203957166163875379573259656539950794913660319364091192701974411871721977493470176430191663493284532626386414287009673919127921401763949891208939194685585324433519015324930843719761222014081594511152128807245103781366583528084806406845529354712044980967883940130032066343349074675141094831895106419490672793555447258454234738062639944150001613629094606474109
881,49483287690643487888627327151988210914176362531028926985751758335223339753077185925107814555690396254752669530265570681670801099389831976758885654375583351191409117755832342787971404636360324267599703086915476785883151922921824619148461226849926260254070835780272650741794712577317234966510484870622772043280412493435998520384197305751580818405252261051642600533361641062360173153527606743924019745457462650393639009638322243272464616540527480368325622601703208085834834160914181962526730509813200755551933890853147396060041694793759021153282795351690193376194339343708249707160038441675126808598888442972431859386743874741362954547102575653567549667801603026687849992291341112870920236478838741150718404375935105535123752442064047001909891913623842137894405006763951176912349973107401843611948898236111577270936032611029731961627378449862362742459774343345534485496310505553792907,45745693697087429656665484551933429876397624902718095396584560453596339977072134860670956416579151090953434100537812354576730395769569595067731574661418297199113497829552393135292124824213854463055261094603658078173749685705355465717290254055862189873732244031429556348959494241928227839489217745361781028709569610264411651664892474481695782848922739263374503664690785533787795160714521204896265072379469222984701691493584186045773995544337838576466812382606202501843138210042524443464545612666687092395399705911343798332774126829666086023217896779815531136727826443326108266229615228147285930425923401926564891190929286569671084392960148412538290962276857299054305574900592109573140805820906677279586748657669944022597242559802629645192004184666100269240886587682917009593205960076575857698806520444438885823641347904281769678130155908890021091863319239455912038879579961740588429,2263647321821033796634347315780407802111504583908682372414576475416980476970971867288202753036197024799017422486373423948652296773087231762219602971325024932702387103310912968422419215973241492720910163474564918148840782844161371738498271055201389711499174100774271556271564316099555890023642386597308809267488133893278107229252169102162451661238287130131098432337757914177670820176165810503972680376550312823471378222790007428172810758423161782551481672395704805778499333661190596878915710858191931090072165408512710630024546182856000438577076480522201310097006965985407875238094203759853093728761671864449434423259274724009581346373108840568048996942610160543964645141248244050803507915287592036002696892722355853770467467917841987902879616102591434993834203843147858445976491819615992074146480705258228304717627204034901660030735796979568853871940305284695289320713295300127735291447600259743958519230352662952650375028234629257552425098568761532700850512693406187225794677518459678487236348778547974892636533894584670689633023042654548322765763403376693190767942521104705898641851725957436129402973131517027036332238671603697242497263215747323228171018916998288806346620766205486444327131658729990225287243876950080442412220795800263298848862744487862568446337027106075878922174473949233963103905283845412020788409541067795942938812399025501840124493147877908846317341089543709406994111299972597194539437565685891604523531041057624560331150383931420820985369847629595431075726304811310094455762923537721009796787061817700966630859726427535758540732254481116168212044272938757705947824725547323084724073571481742725617572796807815057979648329029796623120825720552353742224032006379930288656008975177699223196642417375593376012453664758245797145415890986473103
